Date,State,TotalSamples,Negative,Positive
28-09-2020,Jammu and Kashmir,1581606,1508592,
29-09-2020,Jammu and Kashmir,1600606,1526511,
30-09-2020,Jammu and Kashmir,1622775,1547705,
01-10-2020,Jammu and Kashmir,1643722,1567559,
02-10-2020,Jammu and Kashmir,1667587,1590334,
03-10-2020,Jammu and Kashmir,1685809,1607581,
04-10-2020,Jammu and Kashmir,1707503,1628397,
05-10-2020,Jammu and Kashmir,1723337,1643599,
06-10-2020,Jammu and Kashmir,1741300,1660824,
07-10-2020,Jammu and Kashmir,1761792,1680695,
08-10-2020,Jammu and Kashmir,1780540,1698747,
09-10-2020,Jammu and Kashmir,1800252,1717823,
10-10-2020,Jammu and Kashmir,1818753,1735689,
11-10-2020,Jammu and Kashmir,1839765,1756132,
12-10-2020,Jammu and Kashmir,1854486,1770455,
13-10-2020,Jammu and Kashmir,1875262,1790554,
14-10-2020,Jammu and Kashmir,1902884,1817475,
15-10-2020,Jammu and Kashmir,1929126,1843069,
16-10-2020,Jammu and Kashmir,1952850,1866096,
17-10-2020,Jammu and Kashmir,1978626,1891262,
18-10-2020,Jammu and Kashmir,2004113,1916171,
19-10-2020,Jammu and Kashmir,2023294,1934925,
20-10-2020,Jammu and Kashmir,2048631,1959673,
21-10-2020,Jammu and Kashmir,2075701,1986119,
22-10-2020,Jammu and Kashmir,2100760,2010594,
23-10-2020,Jammu and Kashmir,2125790,2035038,
24-10-2020,Jammu and Kashmir,2153529,2062200,
25-10-2020,Jammu and Kashmir,2175682,2083821,
26-10-2020,Jammu and Kashmir,2194292,2102067,
27-10-2020,Jammu and Kashmir,2214645,2121968,
28-10-2020,Jammu and Kashmir,2238671,2145458,
29-10-2020,Jammu and Kashmir,2261736,2167972,
30-10-2020,Jammu and Kashmir,2284588,2190258,
31-10-2020,Jammu and Kashmir,2303954,2209169,
01-11-2020,Jammu and Kashmir,2324411,2229086,
02-11-2020,Jammu and Kashmir,2343543,2247833,
03-11-2020,Jammu and Kashmir,2366741,2270553,
04-11-2020,Jammu and Kashmir,2391065,2294365,
05-11-2020,Jammu and Kashmir,2414248,2317024,
06-11-2020,Jammu and Kashmir,2439196,2341391,
07-11-2020,Jammu and Kashmir,2461279,2362942,
08-11-2020,Jammu and Kashmir,2486241,2387349,
09-11-2020,Jammu and Kashmir,2505835,2406483,
10-11-2020,Jammu and Kashmir,2529786,2429942,
11-11-2020,Jammu and Kashmir,2551946,2451595,
12-11-2020,Jammu and Kashmir,2578555,2477587,
13-11-2020,Jammu and Kashmir,2603471,2501877,
14-11-2020,Jammu and Kashmir,2628297,2526138,
15-11-2020,Jammu and Kashmir,2645975,2543356,
16-11-2020,Jammu and Kashmir,2660991,2557982,
17-11-2020,Jammu and Kashmir,2677771,2574190,
18-11-2020,Jammu and Kashmir,2701918,2597763,
19-11-2020,Jammu and Kashmir,2729618,2624903,
20-11-2020,Jammu and Kashmir,2756552,2651176,
21-11-2020,Jammu and Kashmir,2783244,2677260,
22-11-2020,Jammu and Kashmir,2810409,2703861,
23-11-2020,Jammu and Kashmir,2831855,2724956,
24-11-2020,Jammu and Kashmir,2856746,2749416,
25-11-2020,Jammu and Kashmir,2885308,2777489,
26-11-2020,Jammu and Kashmir,2912826,2804520,
27-11-2020,Jammu and Kashmir,2940302,2831431,
28-11-2020,Jammu and Kashmir,2969672,2860289,
29-11-2020,Jammu and Kashmir,2995668,2885814,
30-11-2020,Jammu and Kashmir,3014877,2904653,
01-12-2020,Jammu and Kashmir,3037239,2926561,
02-12-2020,Jammu and Kashmir,3064139,2953009,
03-12-2020,Jammu and Kashmir,3094143,2982431,
04-12-2020,Jammu and Kashmir,3121260,3009004,
05-12-2020,Jammu and Kashmir,3148894,3036137,
06-12-2020,Jammu and Kashmir,3174647,3061359,
07-12-2020,Jammu and Kashmir,3194883,3081315,
08-12-2020,Jammu and Kashmir,3218875,3104837,
09-12-2020,Jammu and Kashmir,3243834,3129427,
10-12-2020,Jammu and Kashmir,3269517,3154744,
11-12-2020,Jammu and Kashmir,3294008,3178801,
12-12-2020,Jammu and Kashmir,3319656,3204030,
13-12-2020,Jammu and Kashmir,3345171,3229163,
14-12-2020,Jammu and Kashmir,3366391,3250137,
15-12-2020,Jammu and Kashmir,3390826,3274226,
16-12-2020,Jammu and Kashmir,3420425,3303493,
17-12-2020,Jammu and Kashmir,3448733,3331416,
18-12-2020,Jammu and Kashmir,3475137,3357432,
19-12-2020,Jammu and Kashmir,3503197,3385191,
20-12-2020,Jammu and Kashmir,3528248,3409985,
21-12-2020,Jammu and Kashmir,3551273,3432778,
22-12-2020,Jammu and Kashmir,3581035,3462232,
23-12-2020,Jammu and Kashmir,3609605,3490552,
24-12-2020,Jammu and Kashmir,3639084,3519740,
25-12-2020,Jammu and Kashmir,3667726,3548098,
26-12-2020,Jammu and Kashmir,3693803,3573926,
27-12-2020,Jammu and Kashmir,3716877,3596740,
28-12-2020,Jammu and Kashmir,3739623,3619330,
29-12-2020,Jammu and Kashmir,3768849,3648322,
30-12-2020,Jammu and Kashmir,3792251,3671507,
31-12-2020,Jammu and Kashmir,3822674,3701703,
01-01-2021,Jammu and Kashmir,3851827,3730600,
02-01-2021,Jammu and Kashmir,3885403,3763932,
03-01-2021,Jammu and Kashmir,3916848,3795195,
04-01-2021,Jammu and Kashmir,3943822,3822036,
05-01-2021,Jammu and Kashmir,3970242,3848319,
06-01-2021,Jammu and Kashmir,3989145,3867096,
07-01-2021,Jammu and Kashmir,4011893,3889717,
08-01-2021,Jammu and Kashmir,4034984,3912681,
09-01-2021,Jammu and Kashmir,4059790,3937365,
10-01-2021,Jammu and Kashmir,4087291,3964753,
11-01-2021,Jammu and Kashmir,4112373,3989722,
12-01-2021,Jammu and Kashmir,4138707,4015943,
13-01-2021,Jammu and Kashmir,4164847,4041962,
14-01-2021,Jammu and Kashmir,4188783,4065819,
15-01-2021,Jammu and Kashmir,4211448,4088340,
16-01-2021,Jammu and Kashmir,4234239,4111022,
17-01-2021,Jammu and Kashmir,4256135,4132792,
18-01-2021,Jammu and Kashmir,4274813,4151388,
19-01-2021,Jammu and Kashmir,4297224,4173686,
20-01-2021,Jammu and Kashmir,4319042,4195395,
21-01-2021,Jammu and Kashmir,4339419,4215655,
22-01-2021,Jammu and Kashmir,4361420,4237568,
23-01-2021,Jammu and Kashmir,4384771,4260825,
24-01-2021,Jammu and Kashmir,4402248,4278229,
25-01-2021,Jammu and Kashmir,4421013,4296930,
26-01-2021,Jammu and Kashmir,4444236,4320079,
27-01-2021,Jammu and Kashmir,4461439,4337205,
28-01-2021,Jammu and Kashmir,4481723,4357426,
29-01-2021,Jammu and Kashmir,4502603,4378230,
30-01-2021,Jammu and Kashmir,4524200,4399751,
31-01-2021,Jammu and Kashmir,4544387,4419881,
01-02-2021,Jammu and Kashmir,4562133,4437583,
02-02-2021,Jammu and Kashmir,4580204,4455610,
03-02-2021,Jammu and Kashmir,4600637,4475978,
04-02-2021,Jammu and Kashmir,4621705,4496986,
05-02-2021,Jammu and Kashmir,4643543,4518758,
06-02-2021,Jammu and Kashmir,4666171,4541321,
07-02-2021,Jammu and Kashmir,4688992,4564083,
08-02-2021,Jammu and Kashmir,4710630,4585678,
09-02-2021,Jammu and Kashmir,4730411,4605404,
10-02-2021,Jammu and Kashmir,4752735,4627683,
11-02-2021,Jammu and Kashmir,4776402,4651285,
12-02-2021,Jammu and Kashmir,4799891,4674683,
13-02-2021,Jammu and Kashmir,4822635,4697367,
14-02-2021,Jammu and Kashmir,4846627,4721286,
15-02-2021,Jammu and Kashmir,4868541,4743136,
16-02-2021,Jammu and Kashmir,4892000,4766537,
17-02-2021,Jammu and Kashmir,4917708,4792161,
18-02-2021,Jammu and Kashmir,4942425,4816791,
19-02-2021,Jammu and Kashmir,4967246,4841531,
20-02-2021,Jammu and Kashmir,4993409,4867626,
21-02-2021,Jammu and Kashmir,5018612,4892745,
22-02-2021,Jammu and Kashmir,5038661,4912736,
23-02-2021,Jammu and Kashmir,5062994,4936975,
24-02-2021,Jammu and Kashmir,5090890,4964797,
25-02-2021,Jammu and Kashmir,5117679,4991478,
26-02-2021,Jammu and Kashmir,5147460,5021174,
27-02-2021,Jammu and Kashmir,5174945,5048562,
28-02-2021,Jammu and Kashmir,5201665,5075224,
01-03-2021,Jammu and Kashmir,5226361,5099857,
02-03-2021,Jammu and Kashmir,5253071,5126482,
03-03-2021,Jammu and Kashmir,5281141,5154448,
04-03-2021,Jammu and Kashmir,5309652,5182880,
05-03-2021,Jammu and Kashmir,5336858,5210005,
06-03-2021,Jammu and Kashmir,5363489,5236557,
07-03-2021,Jammu and Kashmir,5389798,5262754,
08-03-2021,Jammu and Kashmir,5411801,5284687,
09-03-2021,Jammu and Kashmir,5436662,5309471,
10-03-2021,Jammu and Kashmir,5462245,5334957,
11-03-2021,Jammu and Kashmir,5488910,5361547,
12-03-2021,Jammu and Kashmir,5512452,5385016,
13-03-2021,Jammu and Kashmir,5534502,5406967,
14-03-2021,Jammu and Kashmir,5558779,5431139,
15-03-2021,Jammu and Kashmir,5581500,5453766,
16-03-2021,Jammu and Kashmir,5606242,5478411,
17-03-2021,Jammu and Kashmir,5634811,5506854,
18-03-2021,Jammu and Kashmir,5663272,5535175,
19-03-2021,Jammu and Kashmir,5690460,5562211,
20-03-2021,Jammu and Kashmir,5717093,5588704,
21-03-2021,Jammu and Kashmir,5747468,5618921,
22-03-2021,Jammu and Kashmir,5773118,5644439,
23-03-2021,Jammu and Kashmir,5800849,5672013,
24-03-2021,Jammu and Kashmir,5830758,5701727,
25-03-2021,Jammu and Kashmir,5858408,5729205,
26-03-2021,Jammu and Kashmir,5888075,5758662,
27-03-2021,Jammu and Kashmir,5918723,5789039,
28-03-2021,Jammu and Kashmir,5950506,5820513,
29-03-2021,Jammu and Kashmir,5980072,5849844,
30-03-2021,Jammu and Kashmir,6017096,5886509,
31-03-2021,Jammu and Kashmir,6051587,5920627,
01-04-2021,Jammu and Kashmir,6089662,5958241,
02-04-2021,Jammu and Kashmir,6130386,5998448,
03-04-2021,Jammu and Kashmir,6168752,6036313,
04-04-2021,Jammu and Kashmir,6211099,6078087,
05-04-2021,Jammu and Kashmir,6246356,6112902,
06-04-2021,Jammu and Kashmir,6286013,6151998,
07-04-2021,Jammu and Kashmir,6329888,6195061,
08-04-2021,Jammu and Kashmir,6373912,6238250,
09-04-2021,Jammu and Kashmir,6416947,6280477,
10-04-2021,Jammu and Kashmir,6459007,6321532,
11-04-2021,Jammu and Kashmir,6502828,6364438,
12-04-2021,Jammu and Kashmir,6536949,6397568,
13-04-2021,Jammu and Kashmir,6573965,6433315,
14-04-2021,Jammu and Kashmir,6611924,6470188,
15-04-2021,Jammu and Kashmir,6648718,6505841,
16-04-2021,Jammu and Kashmir,6683730,6539709,
17-04-2021,Jammu and Kashmir,6720261,6575095,
18-04-2021,Jammu and Kashmir,6760101,6613409,
19-04-2021,Jammu and Kashmir,6794193,6645985,
20-04-2021,Jammu and Kashmir,6833449,6683211,
21-04-2021,Jammu and Kashmir,6877256,6725084,
22-04-2021,Jammu and Kashmir,6919992,6765585,
23-04-2021,Jammu and Kashmir,6961115,6804771,
24-04-2021,Jammu and Kashmir,7001906,6843532,
25-04-2021,Jammu and Kashmir,7046228,6885473,
26-04-2021,Jammu and Kashmir,7080758,6917868,
27-04-2021,Jammu and Kashmir,7125036,6958982,
28-04-2021,Jammu and Kashmir,7172458,7003381,
29-04-2021,Jammu and Kashmir,7222471,7049920,
30-04-2021,Jammu and Kashmir,7268521,7092438,
01-05-2021,Jammu and Kashmir,7312926,7133011,
02-05-2021,Jammu and Kashmir,7348647,7165161,
03-05-2021,Jammu and Kashmir,7380302,7193083,
04-05-2021,Jammu and Kashmir,7418169,7226300,
05-05-2021,Jammu and Kashmir,7460537,7263952,
06-05-2021,Jammu and Kashmir,7507938,7306427,
07-05-2021,Jammu and Kashmir,7557656,7350702,
08-05-2021,Jammu and Kashmir,7604448,7392706,
09-05-2021,Jammu and Kashmir,7653001,7436069,
10-05-2021,Jammu and Kashmir,7689823,7469277,
11-05-2021,Jammu and Kashmir,7731176,7506278,
12-05-2021,Jammu and Kashmir,7775092,7545685,
13-05-2021,Jammu and Kashmir,7819421,7585658,
14-05-2021,Jammu and Kashmir,7850973,7614183,
15-05-2021,Jammu and Kashmir,7884512,7644045,
16-05-2021,Jammu and Kashmir,7921228,7676620,
17-05-2021,Jammu and Kashmir,7955865,7707913,
18-05-2021,Jammu and Kashmir,7996880,7744961,
19-05-2021,Jammu and Kashmir,8045445,7789557,
20-05-2021,Jammu and Kashmir,8092877,7832820,
21-05-2021,Jammu and Kashmir,8140036,7876131,
22-05-2021,Jammu and Kashmir,8188640,7921327,
23-05-2021,Jammu and Kashmir,8233797,7963176,
24-05-2021,Jammu and Kashmir,8270069,7997211,
25-05-2021,Jammu and Kashmir,8311463,8035641,
26-05-2021,Jammu and Kashmir,8359521,8080392,
27-05-2021,Jammu and Kashmir,8403522,8121894,
28-05-2021,Jammu and Kashmir,8448327,8163896,
29-05-2021,Jammu and Kashmir,8492134,8205450,
30-05-2021,Jammu and Kashmir,8533925,8244985,
31-05-2021,Jammu and Kashmir,8567159,8276694,
01-06-2021,Jammu and Kashmir,8605273,8312913,
02-06-2021,Jammu and Kashmir,8651026,83561026,
03-06-2021,Jammu and Kashmir,8697398,8401519,
04-06-2021,Jammu and Kashmir,8746810,8449208,
05-06-2021,Jammu and Kashmir,8797513,8498463,
06-06-2021,Jammu and Kashmir,8847766,8547276,
07-06-2021,Jammu and Kashmir,8887902,8586435,
10-04-2020,Jharkhand,1340,1326,14
11-04-2020,Jharkhand,1546,1529,17
12-04-2020,Jharkhand,1683,1666,17
13-04-2020,Jharkhand,1982,1963,19
14-04-2020,Jharkhand,2334,2307,27
17-04-2020,Jharkhand,3143,3111,32
18-04-2020,Jharkhand,3431,3398,33
19-04-2020,Jharkhand,3646,3608,38
20-04-2020,Jharkhand,4235,4190,45
22-04-2020,Jharkhand,5176,5127,49
23-04-2020,Jharkhand,5380,5327,53
24-04-2020,Jharkhand,6162,6105,57
25-04-2020,Jharkhand,6970,6903,67
26-04-2020,Jharkhand,7806,7724,82
27-04-2020,Jharkhand,8757,8654,103
28-04-2020,Jharkhand,9408,9303,105
29-04-2020,Jharkhand,10268,10161,107
30-04-2020,Jharkhand,10987,10878,109
01-05-2020,Jharkhand,11771,11658,113
02-05-2020,Jharkhand,12393,12278,115
03-05-2020,Jharkhand,13055,12940,115
04-05-2020,Jharkhand,13832,13717,115
05-05-2020,Jharkhand,15064,14939,125
06-05-2020,Jharkhand,15908,15799,127
07-05-2020,Jharkhand,17101,16969,132
08-05-2020,Jharkhand,17219,17087,132
09-05-2020,Jharkhand,18632,18478,154
10-05-2020,Jharkhand,20832,20675,157
11-05-2020,Jharkhand,21201,21041,160
12-05-2020,Jharkhand,22815,22651,164
13-05-2020,Jharkhand,25769,25592,177
14-05-2020,Jharkhand,27789,27592,197
15-05-2020,Jharkhand,29236,29025,211
16-05-2020,Jharkhand,31025,30808,217
17-05-2020,Jharkhand,33220,32997,223
18-05-2020,Jharkhand,35359,35131,228
19-05-2020,Jharkhand,37589,37341,248
20-05-2020,Jharkhand,39402,39121,281
21-05-2020,Jharkhand,41936,41633,303
22-05-2020,Jharkhand,43988,43665,323
23-05-2020,Jharkhand,45785,45435,350
24-05-2020,Jharkhand,48641,48271,370
25-05-2020,Jharkhand,50709,50304,405
26-05-2020,Jharkhand,53309,52883,426
27-05-2020,Jharkhand,55427,54969,458
28-05-2020,Jharkhand,57250,56781,469
29-05-2020,Jharkhand,59452,58931,521
30-05-2020,Jharkhand,62916,62353,563
31-05-2020,Jharkhand,65886,65256,610
01-06-2020,Jharkhand,69187,68526,661
02-06-2020,Jharkhand,71296,70584,712
03-06-2020,Jharkhand,74499,73735,764
04-06-2020,Jharkhand,77641,76814,827
05-06-2020,Jharkhand,80097,79175,922
06-06-2020,Jharkhand,84444,83416,1028
07-06-2020,Jharkhand,87721,86618,1103
08-06-2020,Jharkhand,92325,91035,1290
09-06-2020,Jharkhand,95099,93683,1416
10-06-2020,Jharkhand,95500,94077,1423
11-06-2020,Jharkhand,99931,98332,1599
12-06-2020,Jharkhand,102092,100436,1656
13-06-2020,Jharkhand,103905,102194,1711
14-06-2020,Jharkhand,106104,104343,1761
15-06-2020,Jharkhand,108576,106783,1793
16-06-2020,Jharkhand,110813,108974,1839
17-06-2020,Jharkhand,113004,111109,1895
18-06-2020,Jharkhand,115186,113267,1919
19-06-2020,Jharkhand,117569,115608,1961
20-06-2020,Jharkhand,120892,117722,2024
21-06-2020,Jharkhand,121770,119681,2089
22-06-2020,Jharkhand,124008,121868,2140
23-06-2020,Jharkhand,126007,123814,2193
24-06-2020,Jharkhand,128214,125995,2219
25-06-2020,Jharkhand,131169,128908,2261
26-06-2020,Jharkhand,133082,130788,2294
27-06-2020,Jharkhand,135276,132937,2339
28-06-2020,Jharkhand,137438,135074,2364
29-06-2020,Jharkhand,139907,137481,2426
30-06-2020,Jharkhand,142641,140151,2490
01-07-2020,Jharkhand,145692,143167,2525
02-07-2020,Jharkhand,148738,146153,2585
03-07-2020,Jharkhand,151699,149002,2697
04-07-2020,Jharkhand,154618,151879,2739
05-07-2020,Jharkhand,156778,153971,2807
06-07-2020,Jharkhand,159176,156322,2854
07-07-2020,Jharkhand,161564,158546,3018
08-07-2020,Jharkhand,164504,161370,3134
09-07-2020,Jharkhand,167650,164382,3268
10-07-2020,Jharkhand,172032,168514,3518
11-07-2020,Jharkhand,176858,173195,3663
12-07-2020,Jharkhand,180439,176679,3760
13-07-2020,Jharkhand,184656,180693,3963
14-07-2020,Jharkhand,189851,185626,4225
15-07-2020,Jharkhand,196070,191508,4562
16-07-2020,Jharkhand,203279,198496,4783
17-07-2020,Jharkhand,208492,203396,5096
18-07-2020,Jharkhand,212299,206914,5385
19-07-2020,Jharkhand,215661,210109,5552
20-07-2020,Jharkhand,222781,217004,5777
21-07-2020,Jharkhand,230535,224340,6195
22-07-2020,Jharkhand,236438,229756,6682
23-07-2020,Jharkhand,243276,236110,7166
24-07-2020,Jharkhand,248928,241364,7564
25-07-2020,Jharkhand,253411,245570,7841
26-07-2020,Jharkhand,259096,250747,8349
27-07-2020,Jharkhand,264449,255646,8803
28-07-2020,Jharkhand,272713,263150,9563
29-07-2020,Jharkhand,277984,268090,9894
30-07-2020,Jharkhand,286178,275779,10399
31-07-2020,Jharkhand,294476,283162,11314
01-08-2020,Jharkhand,307363,295259,12104
02-08-2020,Jharkhand,316332,303773,12559
03-08-2020,Jharkhand,339560,326060,13500
04-08-2020,Jharkhand,345907,331837,14070
05-08-2020,Jharkhand,351197,336149,15048
06-08-2020,Jharkhand,358208,342452,15756
07-08-2020,Jharkhand,367757,351275,16482
08-08-2020,Jharkhand,374813,357345,17468
09-08-2020,Jharkhand,380330,362174,18156
10-08-2020,Jharkhand,387184,368398,18786
11-08-2020,Jharkhand,394315,374846,19469
12-08-2020,Jharkhand,402072,381815,20257
13-08-2020,Jharkhand,411027,390077,20950
14-08-2020,Jharkhand,442286,420161,22125
15-08-2020,Jharkhand,448188,425516,22672
16-08-2020,Jharkhand,455715,432491,23224
17-08-2020,Jharkhand,473973,449906,
18-08-2020,Jharkhand,502973,477640,
19-08-2020,Jharkhand,516123,489823,
20-08-2020,Jharkhand,523638,496700,
21-08-2020,Jharkhand,539802,511606,
22-08-2020,Jharkhand,553356,524253,
23-08-2020,Jharkhand,566504,536326,
24-08-2020,Jharkhand,580489,549371,
25-08-2020,Jharkhand,600322,568148,
26-08-2020,Jharkhand,643590,610279,
27-08-2020,Jharkhand,673245,638569,
28-08-2020,Jharkhand,704554,668741,
29-08-2020,Jharkhand,730237,693125,
30-08-2020,Jharkhand,755835,717400,
31-08-2020,Jharkhand,913265,871609,
01-09-2020,Jharkhand,950015,906182,
02-09-2020,Jharkhand,980272,935410,
03-09-2020,Jharkhand,1017599,971119,
04-09-2020,Jharkhand,1047417,999378,
05-09-2020,Jharkhand,1080094,1030297,
06-09-2020,Jharkhand,1105764,1054701,
07-09-2020,Jharkhand,1133454,1080834,
08-09-2020,Jharkhand,1236638,1181342,
09-09-2020,Jharkhand,1269746,1212849,
10-09-2020,Jharkhand,1299565,1241486,
11-09-2020,Jharkhand,1320542,1261502,
12-09-2020,Jharkhand,1352611,1292151,
13-09-2020,Jharkhand,1377573,1316099,
14-09-2020,Jharkhand,1407470,1344733,
15-09-2020,Jharkhand,1471588,1407149,
16-09-2020,Jharkhand,1538529,1472455,
17-09-2020,Jharkhand,1587459,1520359,
18-09-2020,Jharkhand,1629190,1560612,
19-09-2020,Jharkhand,1670943,1601083,
20-09-2020,Jharkhand,1765454,1694102,
21-09-2020,Jharkhand,1809145,1736472,
22-09-2020,Jharkhand,1864421,1790473,
23-09-2020,Jharkhand,1908568,1833479,
24-09-2020,Jharkhand,1949673,1873235,
25-09-2020,Jharkhand,1990078,1912369,77709
26-09-2020,Jharkhand,2029744,1950809,78935
27-09-2020,Jharkhand,2059696,1979787,79909
28-09-2020,Jharkhand,2153151,2071734,81417
29-09-2020,Jharkhand,2213350,2130810,82540
30-09-2020,Jharkhand,2250439,2166788,83651
01-10-2020,Jharkhand,2286107,2201443,
02-10-2020,Jharkhand,2320493,2235093,85400
03-10-2020,Jharkhand,2363412,2277135,86277
04-10-2020,Jharkhand,2394406,2307196,87210
05-10-2020,Jharkhand,2418178,2330152,88026
06-10-2020,Jharkhand,2465841,2376968,88873
07-10-2020,Jharkhand,2496645,2406943,89702
08-10-2020,Jharkhand,2538755,2448269,90486
09-10-2020,Jharkhand,2576536,2485282,91254
10-10-2020,Jharkhand,2615470,2523519,91951
11-10-2020,Jharkhand,2640471,2547946,
12-10-2020,Jharkhand,2674672,2581637,93035
13-10-2020,Jharkhand,2712374,2618638,93736
14-10-2020,Jharkhand,2742044,2647675,94369
15-10-2020,Jharkhand,2767553,2672601,94952
16-10-2020,Jharkhand,2802066,2706641,95425
17-10-2020,Jharkhand,2827248,2731281,95967
18-10-2020,Jharkhand,2848662,2752310,96352
19-10-2020,Jharkhand,2882567,2785725,96842
20-10-2020,Jharkhand,2913412,2815998,97414
21-10-2020,Jharkhand,2988023,2877145,98061
22-10-2020,Jharkhand,3019158,2920548,98610
23-10-2020,Jharkhand,3058954,2959909,99045
24-10-2020,Jharkhand,3087671,2988243,99428
25-10-2020,Jharkhand,3109483,3009797,99686
26-10-2020,Jharkhand,3126794,3015071,99906
27-10-2020,Jharkhand,3152647,3052423,100224
28-10-2020,Jharkhand,3193717,3093148,100569
29-10-2020,Jharkhand,3233520,3132556,100964
30-10-2020,Jharkhand,3274987,3173700,101287
31-10-2020,Jharkhand,3362394,3260633,101761
01-11-2020,Jharkhand,3402867,3291685,102087
02-11-2020,Jharkhand,3431063,3328573,102490
03-11-2020,Jharkhand,3461834,3358947,102887
04-11-2020,Jharkhand,3503516,3400328,103188
05-11-2020,Jharkhand,3540776,3437233,103543
06-11-2020,Jharkhand,3576191,3472292,103899
07-11-2020,Jharkhand,3607753,3503514,104239
08-11-2020,Jharkhand,3632362,3527920,104442
09-11-2020,Jharkhand,3656926,3552238,104688
10-11-2020,Jharkhand,3687269,3582329,104940
11-11-2020,Jharkhand,3714582,3609358,105224
12-11-2020,Jharkhand,3738656,3633163,105493
13-11-2020,Jharkhand,3764342,3658561,105781
14-11-2020,Jharkhand,3777488,3671553,105935
15-11-2020,Jharkhand,3790900,3684836,106064
16-11-2020,Jharkhand,3807997,3701767,106230
17-11-2020,Jharkhand,3826168,3719677,106491
18-11-2020,Jharkhand,3846092,3739350,106742
19-11-2020,Jharkhand,3866465,3759493,106972
20-11-2020,Jharkhand,3881733,3774576,107157
21-11-2020,Jharkhand,3895808,3788476,107332
22-11-2020,Jharkhand,3908002,3800533,107469
23-11-2020,Jharkhand,3924648,3816960,
24-11-2020,Jharkhand,3946256,3838335,107921
25-11-2020,Jharkhand,3965685,3857527,108158
26-11-2020,Jharkhand,3984496,3871608,108388
27-11-2020,Jharkhand,4004056,3895479,108577
28-11-2020,Jharkhand,4038983,3930197,108786
29-11-2020,Jharkhand,4134660,4025676,108984
30-11-2020,Jharkhand,4178915,4069764,109151
01-12-2020,Jharkhand,4215824,4106492,
02-12-2020,Jharkhand,4230863,4130863,109538
03-12-2020,Jharkhand,4265795,4156024,109771
04-12-2020,Jharkhand,4292594,4182604,109990
05-12-2020,Jharkhand,4319581,4209395,110186
06-12-2020,Jharkhand,4336774,4226496,110278
07-12-2020,Jharkhand,4355970,4245513,110457
08-12-2020,Jharkhand,4382789,4272150,110639
09-12-2020,Jharkhand,4404165,4293335,110830
10-12-2020,Jharkhand,4433006,4322003,111003
11-12-2020,Jharkhand,4457546,4346369,111177
12-12-2020,Jharkhand,4478351,4366985,111366
13-12-2020,Jharkhand,4469879,4385369,111510
14-12-2020,Jharkhand,4513805,4402083,111722
15-12-2020,Jharkhand,4533044,4421113,111931
16-12-2020,Jharkhand,4551337,4439216,112121
17-12-2020,Jharkhand,4571733,4459401,112332
18-12-2020,Jharkhand,4590771,4478165,112606
19-12-2020,Jharkhand,4609838,4496985,112853
20-12-2020,Jharkhand,4624374,4511349,113025
21-12-2020,Jharkhand,4644830,4531632,113198
22-12-2020,Jharkhand,4660936,4547529,113407
23-12-2020,Jharkhand,4678152,4564543,113609
24-12-2020,Jharkhand,4697404,4583618,113786
25-12-2020,Jharkhand,4709623,4595669,113954
26-12-2020,Jharkhand,4726287,4612141,114146
27-12-2020,Jharkhand,4737136,4622868,114268
28-12-2020,Jharkhand,4753586,4639166,114428
29-12-2020,Jharkhand,4767543,4652893,114650
30-12-2020,Jharkhand,4783653,4668780,114873
31-12-2020,Jharkhand,4799240,4684127,115113
01-01-2021,Jharkhand,4813200,4697959,115241
02-01-2021,Jharkhand,4826022,4710630,115392
03-01-2021,Jharkhand,4838094,4722565,115529
04-01-2021,Jharkhand,4851534,4735845,115689
05-01-2021,Jharkhand,4867430,4751590,115840
06-01-2021,Jharkhand,4885186,4769152,116034
07-01-2021,Jharkhand,4900473,4784244,116269
08-01-2021,Jharkhand,4916957,4800521,116436
09-01-2021,Jharkhand,4931204,4814532,116672
10-01-2021,Jharkhand,4946243,4829426,116817
11-01-2021,Jharkhand,4962376,4845415,116961
12-01-2021,Jharkhand,4975260,4858172,117088
13-01-2021,Jharkhand,4989862,4872622,117240
14-01-2021,Jharkhand,5006232,4888848,117384
15-01-2021,Jharkhand,5020566,4903086,117480
16-01-2021,Jharkhand,5035900,4918301,117599
17-01-2021,Jharkhand,5046290,4928604,117686
18-01-2021,Jharkhand,5057812,4940026,117786
19-01-2021,Jharkhand,5072399,4954512,117887
20-01-2021,Jharkhand,5084923,4966911,
21-01-2021,Jharkhand,5097274,4979195,118079
22-01-2021,Jharkhand,5113068,4994914,118154
23-01-2021,Jharkhand,5126992,5008760,118232
24-01-2021,Jharkhand,5139500,5021214,118286
25-01-2021,Jharkhand,5150854,5032494,118360
27-01-2021,Jharkhand,5175741,5057246,118495
28-01-2021,Jharkhand,5185675,5185675,118557
29-01-2021,Jharkhand,5199013,5080411,118602
30-01-2021,Jharkhand,5208961,5090310,
31-01-2021,Jharkhand,5217119,5098427,
01-02-2021,Jharkhand,5225096,5106362,118734
02-02-2021,Jharkhand,5233424,5114631,118793
03-02-2021,Jharkhand,5243351,5124512,118839
04-02-2021,Jharkhand,5252988,5134091,118897
05-02-2021,Jharkhand,5265585,5146647,118938
06-02-2021,Jharkhand,5275052,5156073,118979
07-02-2021,Jharkhand,5282669,5163652,119017
08-02-2021,Jharkhand,5290647,5171592,119055
09-02-2021,Jharkhand,5300299,5181183,119116
10-02-2021,Jharkhand,5311257,5192096,119161
